title,genre,duration_min,release_year,rating
Century young turn,Documentary,179.46,1999,3.6
Positive worry,Drama,24.98,1995,3.0
Style walk parent break,Action,84.76,1993,4.3
Baby add project,Horror,90.43,2003,2.9
Memory thank,Documentary,68.06,2017,4.8
She fall machine,Comedy,68.6,1982,2.3
Whom well,Drama,98.19,2025,4.4
Begin assume,Horror,36.35,2012,4.6
Wrong company,Sci-Fi,142.26,2006,2.7
Them care carry,Documentary,170.35,2010,3.4
This better ok,Drama,138.17,2008,2.3
Base opportunity,Romance,23.47,1989,3.8
Cover,Action,99.83,1992,2.7
Guess age space,Romance,112.46,2008,3.2
Various,Sci-Fi,82.59,2010,3.5
Guess sister charge,Comedy,24.22,2004,2.7
Part member,Documentary,152.35,1988,2.9
Yard safe boy,Horror,110.27,1996,2.4
War close generation,Horror,37.11,2003,3.4
Guy follow community dream,Romance,139.65,1983,3.8
Politics traditional other,Romance,131.79,2010,3.8
Inside head,Documentary,48.83,2014,2.8
Paper,Comedy,41.71,1990,2.8
Remember deal actually,Thriller,166.03,1985,4.7
Real remember,Sci-Fi,90.47,2002,3.5
Enough candidate,Romance,156.37,2012,4.0
Your apply,Horror,115.34,2007,4.1
Audience through ball,Documentary,97.22,1992,3.6
Size to,Drama,31.2,2003,2.7
Business who civil peace,Thriller,170.56,1996,2.6
Suddenly provide those economy,Thriller,46.15,2005,3.8
Experience woman result,Horror,116.15,1983,4.2
Sense include,Documentary,57.66,1992,2.1
Near focus audience,Thriller,90.22,2005,4.1
Occur serve water society,Action,33.42,1993,3.9
Team eat camera,Drama,68.73,2025,2.6
These dog our,Sci-Fi,175.88,2022,3.3
And likely,Thriller,51.83,2025,2.8
Career partner,Drama,91.31,1995,4.8
Agree ok,Drama,146.86,2019,2.6
Whatever laugh husband,Sci-Fi,127.45,2018,4.3
It education,Thriller,58.72,2022,4.0
A their,Horror,154.06,2013,4.6
Subject specific class,Comedy,111.09,1981,4.5
Write about,Drama,71.76,2014,4.1
May,Action,77.14,2004,2.8
Nothing seek behind,Action,65.33,1985,2.2
Anything play better,Action,132.95,2013,2.9
Fast child,Sci-Fi,118.14,1981,3.5
Return everybody economy,Romance,40.01,2017,2.2
Window news,Romance,52.12,1988,2.1
State white,Comedy,173.63,2001,2.8
Suffer save,Thriller,115.62,2022,4.2
Wide century,Documentary,37.39,2000,4.0
Religious center,Documentary,29.88,1984,4.1
Defense laugh against,Drama,153.07,2021,3.2
Choose system,Horror,47.11,2005,4.5
Administration,Comedy,132.79,1981,3.6
Friend character full,Horror,48.41,1993,3.1
Artist thought born,Action,96.2,1992,3.4
Tell board technology fact,Romance,133.41,1984,2.4
Travel,Romance,30.77,1993,2.3
Among apply our,Action,32.1,2013,3.4
Source consumer,Horror,167.51,1991,2.7
Despite,Horror,28.94,2000,3.2
Stock left service,Comedy,84.7,1989,2.3
Reduce site,Sci-Fi,111.25,2006,3.4
Kitchen as offer,Action,98.42,1990,2.5
Likely eye,Sci-Fi,78.8,2001,2.8
Second plan,Romance,108.24,2005,3.8
Everything wind executive,Horror,125.76,1997,4.1
Hit accept poor face,Drama,75.32,1983,4.7
Fear,Romance,162.57,1982,3.8
Involve order whose,Thriller,157.47,2010,4.5
Team election,Romance,131.32,1997,3.0
Stock computer be note,Documentary,76.51,1983,2.4
Area ability,Drama,108.27,2006,2.8
Create college friend,Action,98.89,1998,3.0
Partner response,Horror,139.37,1994,3.5
Wide bad,Documentary,22.08,2025,3.9
System if,Comedy,174.28,2014,4.4
Point food,Comedy,119.32,1991,3.2
He manager down,Horror,122.56,1990,4.1
Education half anyone,Action,169.11,1989,3.6
Buy picture,Documentary,56.35,1990,4.5
Serious,Horror,166.67,2020,2.4
Exist maybe energy,Drama,69.41,1999,3.6
Past,Horror,64.99,1980,3.7
Investment relate dinner glass,Action,139.65,1991,3.1
Worry when,Drama,100.74,1991,3.0
Security power course,Sci-Fi,32.22,2024,3.1
Seat effect,Action,143.24,2002,4.3
Commercial,Sci-Fi,155.69,2009,4.0
Sense prevent,Thriller,136.28,2004,3.2
Six firm church,Drama,98.96,1982,4.0
Poor physical possible PM,Documentary,78.97,1989,2.5
Far standard yes,Drama,106.11,2023,3.4
Financial accept,Documentary,140.29,1999,3.5
Exist would,Romance,79.87,2009,2.7
Somebody,Romance,145.98,1999,4.6
Power child,Romance,73.26,1987,2.1
Little though,Documentary,107.71,2022,3.7
Notice if,Drama,79.12,2017,3.2
Much full,Comedy,142.78,1996,4.1
Level save,Drama,65.1,1982,4.7
Group culture relationship,Sci-Fi,121.57,1990,2.7
Moment will,Sci-Fi,144.81,1988,4.3
End friend tend,Drama,90.27,2014,3.8
Choose cause,Comedy,161.05,1986,3.6
Mouth record,Horror,147.49,2015,3.5
Public they,Romance,177.69,1999,4.2
Little enjoy stage,Action,129.73,2016,3.7
Field hard,Romance,25.22,2013,3.1
Apply north,Documentary,122.64,2014,2.1
True,Horror,98.92,1993,3.3
Receive eight the,Comedy,38.55,2025,2.6
Option sort like,Sci-Fi,104.33,2012,3.1
Hospital,Romance,78.78,1983,3.2
Officer sort law space,Sci-Fi,156.53,1990,4.4
Field official force,Documentary,127.66,1980,2.7
Bag without,Action,178.05,1985,3.8
Beat bit,Romance,110.49,2009,4.7
Interesting final,Comedy,160.07,1994,3.3
Size majority outside,Thriller,32.82,1993,3.8
Ten alone,Romance,117.35,1981,2.1
Card political return ready,Documentary,125.76,2012,2.1
Before stuff major,Thriller,23.48,1991,4.3
Real customer,Comedy,56.43,2011,2.0
Law major response,Sci-Fi,102.14,2023,2.2
Recent personal material,Horror,119.39,1987,2.5
Meeting happen their,Romance,160.71,1987,2.4
Enter word choose,Romance,101.89,1989,2.5
Kid type thought,Documentary,91.96,2015,4.6
Box write,Sci-Fi,158.7,1987,2.6
Production,Romance,27.82,1985,3.1
Instead analysis life,Documentary,26.79,2000,3.0
Husband understand try,Thriller,85.32,2024,2.1
Case because leader,Romance,108.75,1997,3.3
Discuss reduce,Action,91.2,2013,2.7
Environment wonder show,Romance,122.37,2009,2.1
Indeed itself,Sci-Fi,152.06,2020,3.6
Stay Mrs,Drama,96.13,2018,2.3
Give top,Sci-Fi,32.36,1991,4.6
Leg,Documentary,103.37,2019,4.3
Interesting station together,Comedy,46.4,2020,3.0
Fill produce turn,Horror,45.45,1981,3.8
Father mention unit,Horror,115.51,2023,2.5
Away peace,Documentary,62.89,2018,3.5
Head,Romance,62.84,2016,3.4
Very action,Comedy,34.41,1992,3.0
Benefit herself a,Sci-Fi,164.61,1997,4.6
Theory public,Thriller,38.47,2011,2.9
Age bill material,Comedy,69.95,2019,4.5
Argue,Thriller,20.14,2003,4.6
Class people series,Romance,168.63,1981,3.3
Situation opportunity candidate entire,Documentary,103.03,1982,4.3
Government,Action,72.59,2022,2.5
Hit explain music,Sci-Fi,116.18,1998,2.8
Ability run price,Sci-Fi,71.65,2009,3.1
Small list my to,Action,96.81,1981,4.2
News grow send,Romance,110.36,2010,4.4
Food east product,Action,40.22,1985,3.1
Never something dinner,Sci-Fi,179.62,2009,3.1
Two rise shoulder,Comedy,173.22,1998,3.8
Back read,Thriller,71.87,1992,3.3
Teacher,Horror,25.56,1989,4.8
Direction daughter until,Thriller,175.09,1993,4.1
Last difference,Comedy,50.93,2023,3.8
Son season,Romance,110.4,2011,4.4
Save huge,Thriller,70.83,1997,3.4
Instead left,Thriller,92.6,2007,2.9
Arm,Comedy,101.22,1982,2.1
General expect throw,Comedy,42.22,1987,4.4
Area environment budget,Comedy,22.61,1997,2.6
Campaign speak,Horror,121.4,1996,3.1
Nothing oil all,Sci-Fi,88.7,2024,4.2
Wear,Sci-Fi,137.95,1991,3.2
Feeling often apply,Horror,160.24,2009,2.8
Necessary court,Thriller,100.82,2000,4.7
At pressure scientist,Action,42.56,1994,4.5
We front sit,Romance,56.33,2014,2.4
Nature shoulder,Thriller,57.17,1994,4.3
Hour us security home,Documentary,174.64,1993,3.9
Serve decade,Thriller,67.1,1995,3.9
Send remain quite,Comedy,82.59,2024,2.0
Choose single program,Drama,168.24,1986,4.1
Move memory chance,Action,73.39,1997,4.4
While,Documentary,26.6,1997,4.1
Attention need commercial,Thriller,67.59,1992,2.2
Whole now final,Sci-Fi,62.33,2017,2.2
Situation president career,Drama,177.58,1993,2.9
Any once skin,Sci-Fi,128.94,1998,4.4
Set box,Action,175.53,1981,4.1
Million ground,Comedy,63.44,1986,4.3
Industry to similar,Romance,136.56,2018,2.6
Century benefit,Drama,65.72,1990,3.0
Hundred white use,Drama,102.72,2004,4.6
Figure size success,Horror,124.62,2015,3.6
Unit professional,Action,171.9,1984,2.7
Reduce deal chair,Drama,48.43,2015,2.5
Morning movie study,Documentary,20.85,2023,2.8
Method after,Horror,134.51,2022,4.7
Peace enjoy administration,Action,116.39,2017,3.1
Seek occur leave,Horror,84.67,2024,4.1
Occur huge,Documentary,142.1,1986,4.1
Simple safe art treatment,Thriller,164.91,2013,4.1
Why describe,Drama,153.31,2024,3.1
Capital great attorney,Comedy,30.12,2004,2.9
Western politics trial,Documentary,85.68,1997,4.4
Mean everyone imagine across,Romance,154.83,2025,2.3
Season wish,Thriller,77.5,2012,3.2
Chance structure,Drama,33.77,2022,3.5
Star outside talk,Sci-Fi,102.1,2013,2.4
Standard action finish,Action,112.3,1983,3.0
Think right hold,Action,138.25,1998,2.2
Near law,Sci-Fi,166.09,2015,2.4
Foot air seat,Romance,39.41,2022,2.1
Head plan,Sci-Fi,66.89,1987,3.4
Might sense,Sci-Fi,43.69,1998,3.1
Rest smile,Romance,54.07,1981,4.3
Total,Romance,176.1,2014,4.5
Game operation allow,Drama,88.32,1996,3.8
Congress Republican message coach,Documentary,86.35,2017,3.9
Some care form,Sci-Fi,164.39,1980,2.1
Everybody different south,Sci-Fi,173.65,1985,3.9
Practice of appear,Drama,75.79,2002,3.3
So federal however,Romance,142.44,2004,4.5
Hope during simple,Comedy,156.9,2017,3.2
Add responsibility,Horror,83.54,2013,3.2
Fact billion catch,Comedy,38.65,1985,2.5
Wear property entire perhaps,Sci-Fi,168.31,1980,4.0
Picture scene,Romance,120.49,2009,3.5
To me everyone,Sci-Fi,134.91,2016,3.8
Put again,Documentary,65.62,2019,3.2
Power quality,Sci-Fi,31.11,2025,2.2
Without church and,Action,145.27,2009,4.4
Cost work cup,Action,156.76,2002,3.5
Let yard,Romance,55.48,1988,3.9
Message late,Comedy,67.63,1994,2.7
Decision,Drama,154.68,1981,2.5
Step recent,Thriller,31.33,1989,2.9
One himself view,Horror,62.37,2009,2.2
Three thank better,Sci-Fi,56.69,1992,4.7
Indeed population,Documentary,64.21,1989,2.9
Deal,Sci-Fi,70.79,2011,3.1
Call federal,Comedy,145.23,2022,2.2
Medical week open,Sci-Fi,152.0,2009,2.0
Party rich remain,Thriller,68.91,1997,3.9
Star energy,Comedy,124.33,2014,2.6
Present at,Sci-Fi,103.07,1999,4.4
Authority,Thriller,41.52,2015,4.5
Good much,Documentary,107.36,2010,4.3
Three,Sci-Fi,76.51,1984,3.3
Tell control success,Documentary,139.21,2014,4.3
Measure type day,Thriller,136.25,1980,3.3
Hundred successful,Horror,124.52,1990,2.5
More which,Drama,44.05,1982,2.5
Blood,Horror,48.03,2023,4.5
Reality while themselves,Romance,112.17,1996,3.3
Hard evidence,Sci-Fi,83.79,1998,2.3
Research teacher me,Sci-Fi,125.8,2013,4.5
Finish fill,Comedy,110.9,2006,3.1
Least none while,Comedy,139.66,2017,4.7
Performance sound,Horror,82.61,2016,3.5
Kind man,Thriller,173.5,2016,4.7
Usually study,Action,143.56,2018,3.1
Follow thing,Romance,99.87,1999,4.6
American season nice beyond,Romance,156.74,1996,2.3
Into glass,Horror,121.86,2013,2.4
Black main among,Thriller,68.27,2009,2.0
System relate read,Thriller,34.57,1985,2.7
Class morning,Thriller,153.69,2015,3.8
Kitchen,Thriller,78.95,1999,4.0
No international,Romance,64.64,2012,3.4
Push reflect career,Thriller,53.82,1990,3.4
Conference we range often,Horror,151.81,2009,2.9
Task hear big,Sci-Fi,130.88,2011,3.8
Recent room garden,Documentary,117.85,1991,2.1
Land foreign,Romance,173.69,1983,3.4
Street according,Comedy,53.04,1982,4.7
Nor hope,Sci-Fi,126.1,1985,2.6
Provide enjoy anyone,Comedy,51.93,1990,3.1
Part less,Documentary,44.4,1995,2.2
Perhaps protect,Comedy,118.63,2008,2.6
Big voice,Comedy,30.28,2025,2.6
Even note,Documentary,76.24,1999,4.5
Also evening,Thriller,69.47,2020,2.7
Well street best,Sci-Fi,39.23,1984,3.0
Others reason,Action,89.26,2005,3.9
Soon second,Sci-Fi,96.27,2004,3.8
Day pretty,Sci-Fi,26.51,1993,3.2
Billion edge personal,Sci-Fi,71.28,2019,3.5
Ball lawyer somebody,Sci-Fi,172.2,2003,3.0
Consumer,Horror,28.56,2001,4.8
Need government fly suffer,Documentary,140.03,2005,4.4
Fly family follow,Comedy,78.39,2021,3.6
Hotel run,Drama,35.98,2022,2.6
Program visit,Thriller,91.8,1981,3.1
Night create,Action,31.94,1983,4.4
Entire present however,Documentary,30.81,1985,4.2
Eight certain education,Horror,151.1,2009,4.0
Table dream poor,Sci-Fi,54.95,2012,3.3
Common respond,Horror,49.13,2015,2.5
Rock one,Drama,144.97,2007,3.3
Garden quite well,Romance,119.8,2009,2.4
Bring attention,Action,39.92,2012,2.3
Record,Romance,56.81,2007,2.9
Political about military,Action,27.98,2023,3.5
While alone,Documentary,23.13,2017,3.7
Nor investment,Sci-Fi,134.53,1985,4.3
Miss city,Drama,147.12,2001,3.7
Training relate use,Romance,68.59,1983,3.5
No evidence,Comedy,88.8,2010,3.1
Act task,Horror,46.19,1981,3.0
Along,Sci-Fi,143.47,1999,4.0
Pick foreign budget,Documentary,121.33,1983,2.8
Whose several,Sci-Fi,20.65,2018,4.2
Well dream suffer,Horror,119.26,1999,2.2
Hot student,Thriller,39.73,1992,4.4
Training certain where,Action,145.73,1985,4.3
Social and,Action,96.24,2007,4.0
Score after voice,Action,151.14,2010,4.5
Month shake,Sci-Fi,83.36,2011,2.3
Mother in future,Comedy,142.55,2006,3.2
Mr enough,Action,82.17,2023,3.8
Whether skin tree,Thriller,31.72,1985,3.9
Win future,Thriller,77.6,2004,2.4
Trial shoulder,Romance,150.65,2016,3.9
Protect piece,Thriller,67.58,2021,2.4
Lose head,Horror,177.72,2006,3.8
Story,Action,74.14,2011,3.1
Kind,Sci-Fi,66.57,2008,4.6
Suffer yet,Thriller,80.66,2006,4.6
Training energy,Thriller,175.22,2011,3.3
General catch institution,Thriller,28.58,2021,2.2
Opportunity break quickly,Documentary,38.92,2008,2.7
Turn free could,Comedy,126.15,2021,2.8
Live wonder,Action,163.4,1980,3.5
College coach,Thriller,111.23,1990,2.4
Lay,Drama,78.93,1985,3.0
He assume,Drama,85.22,2019,4.0
Class,Romance,137.61,2010,4.4
Tax detail above,Drama,30.43,2007,4.7
From with candidate politics,Drama,87.31,1988,2.7
Maintain show yes,Sci-Fi,176.78,1989,4.2
Land technology let,Horror,44.04,2000,3.7
Defense agree understand,Sci-Fi,107.34,1998,3.8
Born health itself meeting,Sci-Fi,113.44,2023,2.8
Drop level break,Horror,129.88,1988,4.7
Development cover computer,Horror,142.12,2017,4.0
Stuff seem class,Documentary,132.93,2008,4.1
Congress cultural hundred,Horror,138.67,2001,4.5
Kid,Thriller,156.92,2017,2.8
Man time,Horror,119.24,1983,3.7
Leg appear get,Thriller,164.26,1987,3.7
Respond very lay,Documentary,164.99,1980,2.8
Point east,Documentary,85.06,1984,3.6
Threat know,Thriller,177.8,1985,3.8
Economic commercial dream others,Documentary,86.66,1987,4.4
Exactly economy,Comedy,171.04,2021,3.7
Radio end,Romance,146.54,2018,2.1
Trouble less hold,Action,127.22,2018,2.9
Best,Comedy,156.47,2019,2.7
Movie,Romance,120.68,2015,3.3
Reflect,Action,140.38,1985,4.2
Whole prevent piece,Sci-Fi,31.85,2011,2.9
Executive,Action,177.81,1990,4.5
Little simply,Romance,24.32,2004,3.8
Finally reason movement,Comedy,145.48,2013,4.4
Area market,Sci-Fi,97.77,2022,3.4
Heavy today new conference,Documentary,32.05,1986,4.8
Find factor,Romance,144.87,1989,4.7
Effect page,Romance,147.34,2010,4.5
Speech plant officer,Thriller,33.06,1981,2.8
Even Republican real example,Drama,80.38,2013,3.4
Always event song significant,Documentary,118.78,2010,3.4
First,Drama,131.3,2004,4.3
Son hair,Action,77.03,2009,2.2
Talk sure,Thriller,59.36,2001,2.0
Ask affect,Drama,92.27,2012,3.3
Race pretty choice,Comedy,47.2,1990,3.4
Cell room,Thriller,102.56,2006,2.7
Worry fast,Sci-Fi,116.78,2024,2.3
Capital,Documentary,170.07,2002,3.5
Series by pay,Thriller,60.74,1996,4.7
Interesting very event yeah,Romance,80.56,2012,4.5
Then daughter board,Documentary,171.35,2022,2.7
Student offer growth,Sci-Fi,98.27,2006,2.8
He third,Sci-Fi,157.61,2014,3.5
Government military,Documentary,89.69,2017,2.1
Outside cultural,Comedy,74.03,2004,2.7
Stand option man argue,Horror,176.87,1981,4.0
Talk yet,Documentary,152.23,1993,2.2
Explain,Action,43.76,2010,2.3
Also eye,Romance,90.24,2016,2.0
North build,Documentary,103.98,2009,3.4
Light sort light a,Sci-Fi,25.19,1993,2.4
College continue,Thriller,136.78,2006,2.8
Least act,Drama,157.37,2010,2.2
Hand manager,Horror,70.2,2024,3.0
Gun yard economic,Sci-Fi,67.64,1992,3.9
Write official,Romance,77.04,1983,3.8
Him produce suggest range,Comedy,164.28,1994,2.1
Hour,Comedy,48.46,1991,2.1
Not same,Horror,169.87,2016,2.4
Whom someone friend,Comedy,142.39,1990,2.1
Only natural decision,Thriller,45.51,1992,4.2
Age system line,Action,136.38,2004,4.0
Trial attorney,Documentary,126.35,1988,3.8
Idea so teach,Action,75.38,2013,3.2
Simply fact,Sci-Fi,63.86,1988,3.4
Week yeah,Documentary,70.76,1982,4.6
Plan suddenly during,Thriller,113.94,1993,3.0
Occur why,Romance,116.6,2002,2.3
School treat,Sci-Fi,112.05,2018,4.3
Fast I daughter establish,Thriller,131.01,2023,2.9
Star production common,Sci-Fi,58.42,2018,2.6
Bill statement particularly,Thriller,25.6,2002,3.9
Cultural full,Drama,158.45,1984,4.5
Nation line product,Drama,115.49,2001,3.9
Exactly force past,Sci-Fi,162.78,2018,3.0
Image also newspaper heavy,Comedy,145.86,2016,4.6
Grow especially prove,Comedy,122.45,2002,2.8
By treatment,Comedy,59.97,1999,3.0
Culture now,Thriller,78.94,1987,4.4
Never force through,Sci-Fi,82.81,2018,4.8
Walk,Thriller,115.15,1984,4.1
Though rise start,Romance,100.14,2011,2.2
Toward this four,Comedy,26.07,2019,4.7
Believe force,Comedy,47.15,1981,4.1
Doctor positive,Horror,20.78,1988,3.0
Either yourself building,Drama,143.81,1995,3.5
Run how can stuff,Thriller,93.01,2001,2.9
Rule resource could,Thriller,135.74,2002,3.0
Fight certain,Romance,109.54,2022,3.4
Imagine bad,Comedy,141.14,2008,2.2
Expert card,Comedy,57.42,2022,3.7
Course degree,Documentary,146.95,2016,3.2
Crime alone size,Sci-Fi,86.53,2020,3.1
Such,Horror,75.91,1982,4.1
Treatment bill main,Documentary,116.08,2007,4.2
Area moment,Action,79.51,2011,2.6
Agree senior people,Drama,84.78,1990,2.6
Letter big,Drama,154.67,1984,3.1
Movie on,Comedy,99.34,2000,2.3
Represent open memory,Romance,92.89,1999,4.5
The organization whether,Drama,126.01,1982,3.3
Hit,Action,98.29,1985,2.4
Tax suddenly blood,Horror,157.13,1996,3.1
Home teach ten,Drama,108.28,1999,4.1
Report research our,Thriller,31.51,2023,2.2
Over so,Comedy,27.24,1993,2.3
Bring culture,Comedy,160.64,2017,4.7
Really sign one,Horror,163.75,2019,4.5
Arrive affect although,Comedy,31.61,2012,2.5
International history,Horror,67.2,2025,3.9
Product role,Sci-Fi,49.88,2015,4.7
Enough stay,Sci-Fi,94.92,1987,4.4
Beyond likely,Documentary,160.77,2009,3.1
Similar between eye,Action,177.16,2006,2.4
While coach,Drama,136.2,1986,4.2
Employee dinner,Comedy,65.99,2008,2.5
Drop think program,Comedy,76.48,2008,3.3
Item hair,Sci-Fi,111.59,1984,2.3
According time something simply,Thriller,35.65,1984,2.4
Grow firm interview,Thriller,162.49,1989,4.2
Whose buy involve,Romance,151.16,1999,3.9
Road shoulder,Drama,125.6,1999,2.5
Practice paper,Sci-Fi,40.27,1989,2.8
Result difference on,Horror,82.37,2015,4.3
Son,Horror,68.16,1987,3.5
Data TV,Romance,103.44,2024,4.1
Risk image,Comedy,78.62,2021,2.7
City model letter,Comedy,91.77,1994,2.6
Very eat attorney,Documentary,44.62,1983,4.1
Threat half score,Documentary,179.34,2017,4.7
Language tell safe,Sci-Fi,88.21,2021,3.3
Which past,Horror,40.66,2007,3.3
Car activity local,Thriller,71.88,2023,2.4
Something station life,Documentary,73.11,1994,2.7
Add customer,Drama,95.91,1986,4.5
North teacher,Thriller,34.01,2017,3.3
Choice thank,Horror,79.51,1994,4.2
Affect exist,Documentary,55.08,2001,3.4
System,Thriller,134.98,2009,3.7
From real,Horror,142.13,2012,2.8
Exactly consider push,Action,22.81,2016,4.6
Low institution second,Romance,99.97,1983,2.6
Message cost record,Thriller,93.02,1988,3.6
Certainly often,Thriller,30.31,2020,2.7
Bank care course him,Sci-Fi,44.03,1984,3.1
Eye clear make,Sci-Fi,143.08,1983,2.9
Information behind,Romance,75.25,2014,2.3
Out office,Romance,171.98,2006,4.2
Behavior safe,Horror,172.29,2013,3.3
Pull treatment,Horror,58.09,1993,2.7
Material hope join,Drama,169.94,1987,2.1
